Inventory_ID,Store_ID,Product_ID,Stock_On_Hand,Reorder_Level,Safety_Stock,Inventory_Value,Last_Updated_Date,Update_Status,Is_Overstock
INV003330,ST06,P0556,6,22,9,7171.74,2025-12-25,Updated,No
INV003775,ST07,P0437,26,39,12,1842.88,2025-12-19,Updated,No
INV004840,ST09,P0422,49,10,3,4528.58,2025-12-26,Updated,No
INV004528,ST09,P0078,75,79,25,16960.5,2025-12-24,Updated,No
INV000637,ST02,P0046,19,46,20,8779.52,2025-12-18,Updated,No
INV004619,ST09,P0179,31,42,15,747.72,2025-12-25,Updated,No
INV004318,ST08,P0446,7,23,10,621.32,2025-12-29,Updated,No
INV005138,ST10,P0145,0,81,29,0.0,2025-12-21,Updated,No
INV000543,ST01,P0551,23,32,11,13109.77,2025-12-15,Updated,No
INV000593,ST02,P0002,34,44,20,19363.34,2025-12-31,Updated,No
INV003366,ST06,P0597,16,37,15,6405.76,,Not Updated,No
INV005341,ST10,P0357,5,18,6,830.9,2025-12-24,Updated,No
INV005556,ST10,P0585,53,11,3,10886.73,2025-12-12,Updated,No
INV000855,ST02,P0264,17,67,31,7770.36,2025-12-19,Updated,No
INV001654,ST03,P0482,14,38,16,3628.38,2025-12-02,Updated,No
INV005022,ST10,P0017,33,72,33,6449.85,,Not Updated,No
INV000132,ST01,P0134,19,35,10,9984.12,,Not Updated,No
INV005511,ST10,P0537,55,10,3,41099.85,2025-12-04,Updated,No
INV005684,ST11,P0129,14,33,16,2519.16,2025-12-10,Updated,No
INV006112,ST12,P0018,26,42,16,4019.86,2025-12-14,Updated,No
INV004436,ST08,P0578,10,33,11,11285.0,2025-12-11,Updated,No
INV003364,ST06,P0595,6,23,10,1820.88,2025-12-25,Updated,No
INV004686,ST09,P0256,21,42,17,9223.2,2025-12-16,Updated,No
INV006219,ST12,P0129,22,37,13,3958.68,2025-12-27,Updated,No
INV005300,ST10,P0315,45,90,32,4057.65,2025-12-12,Updated,No
INV001967,ST04,P0228,31,36,15,14992.53,2025-12-10,Updated,No
INV003985,ST08,P0065,39,75,30,2432.04,2025-12-25,Updated,No
INV005342,ST10,P0358,13,47,21,3425.5,2025-12-05,Updated,No
INV005039,ST10,P0035,48,74,30,18518.88,2025-12-14,Updated,No
INV004255,ST08,P0371,39,84,38,4976.4,2025-12-27,Updated,No
INV001244,ST03,P0055,21,93,34,6431.67,2025-12-07,Updated,No
INV001248,ST03,P0059,70,95,42,33727.4,2025-12-01,Updated,No
INV005257,ST10,P0271,224,41,20,32480.0,2025-12-12,Updated,Yes
INV004326,ST08,P0454,0,86,33,0.0,2025-12-24,Updated,No
INV006254,ST12,P0166,20,47,20,6836.2,2025-12-29,Updated,No
INV000244,ST01,P0248,9,18,6,1639.71,2025-12-21,Updated,No
INV004534,ST09,P0086,41,64,21,4330.42,2025-12-05,Updated,No
INV001876,ST04,P0127,70,86,41,29503.6,2025-12-01,Updated,No
INV000597,ST02,P0006,66,77,33,34434.18,2025-12-12,Updated,No
INV001421,ST03,P0239,15,41,16,977.4,2025-12-24,Updated,No
INV000744,ST02,P0153,358,94,30,125736.76,2025-12-11,Updated,Yes
INV001495,ST03,P0318,18,39,14,1344.96,2025-12-16,Updated,No
INV000940,ST02,P0349,23,95,28,3163.65,2025-12-23,Updated,No
INV001634,ST03,P0461,14,38,12,1302.98,2025-12-02,Updated,No
INV001048,ST02,P0457,64,67,25,1518.08,2025-12-18,Updated,No
INV003545,ST07,P0188,11,45,19,2133.67,2025-12-10,Updated,No
INV001611,ST03,P0438,0,78,37,0.0,2025-12-20,Updated,No
INV004734,ST09,P0306,25,47,23,2649.0,2025-12-27,Updated,No
INV002211,ST04,P0508,7,21,8,6740.79,2025-12-31,Updated,No
INV003147,ST06,P0349,67,90,41,9215.85,2025-12-01,Updated,No
INV001494,ST03,P0317,16,38,17,2233.12,2025-12-26,Updated,No
INV006507,ST12,P0430,62,83,32,1319.36,2025-12-03,Updated,No
INV005767,ST11,P0224,35,87,36,16127.65,2025-12-18,Updated,No
INV002818,ST05,P0594,4,16,7,2314.04,2025-12-18,Updated,No
INV002772,ST05,P0544,7,16,6,2928.17,2025-12-14,Updated,No
INV005141,ST10,P0148,0,40,16,0.0,2025-12-30,Updated,No
INV000705,ST02,P0114,7,17,8,1161.65,2025-12-25,Updated,No
INV000783,ST02,P0192,9,41,16,1344.6,2025-12-29,Updated,No
INV004143,ST08,P0244,9,23,8,4181.67,2025-12-19,Updated,No
INV004105,ST08,P0200,21,83,25,1547.49,2025-12-23,Updated,No
INV005396,ST10,P0415,12,37,11,2919.0,2025-12-04,Updated,No
INV000601,ST02,P0010,21,44,13,2190.3,2025-12-13,Updated,No
INV004063,ST08,P0154,7,21,7,2294.53,2025-12-04,Updated,No
INV004350,ST08,P0484,9,23,10,1139.67,2025-12-05,Updated,No
INV000363,ST01,P0367,212,41,13,68255.52,2025-12-22,Updated,Yes
INV000791,ST02,P0200,68,95,37,5010.92,2025-12-07,Updated,No
INV002354,ST05,P0067,23,45,21,3931.85,2025-12-29,Updated,No
INV005010,ST10,P0004,61,67,20,30004.07,2025-12-12,Updated,No
INV000480,ST01,P0487,28,47,16,11901.4,2025-12-08,Updated,No
INV002586,ST05,P0327,17,36,15,6987.0,2025-12-18,Updated,No
INV002593,ST05,P0336,27,44,19,1318.41,2025-12-21,Updated,No
INV005627,ST11,P0064,27,34,13,2867.13,2025-12-21,Updated,No
INV005218,ST10,P0230,7,18,8,2640.82,2025-12-15,Updated,No
INV000701,ST02,P0110,17,32,13,3661.29,2025-12-20,Updated,No
INV000553,ST01,P0561,15,47,15,25988.1,2025-12-16,Updated,No
INV005783,ST11,P0244,9,18,8,4181.67,2025-12-06,Updated,No
INV004665,ST09,P0231,64,92,36,37375.36,2025-12-12,Updated,No
INV004061,ST08,P0151,22,65,25,3248.08,2025-12-27,Updated,No
INV000366,ST01,P0370,27,78,37,7648.56,2025-12-14,Updated,No
INV004959,ST09,P0550,29,32,11,13528.21,2025-12-27,Updated,No
INV002333,ST05,P0043,3,18,5,50.31,2025-12-28,Updated,No
INV001867,ST04,P0115,323,38,18,182578.98,2025-12-08,Updated,Yes
INV002294,ST05,P0001,36,79,37,10964.52,2025-12-31,Updated,No
INV001792,ST04,P0028,20,45,14,1898.4,2025-12-09,Updated,No
INV001762,ST03,P0597,22,38,13,8807.92,2025-12-20,Updated,No
INV004224,ST08,P0336,28,35,13,1367.24,2025-12-24,Updated,No
INV002236,ST04,P0533,16,41,16,17064.0,2025-12-29,Updated,No
INV001384,ST03,P0202,16,39,16,1794.72,2025-12-18,Updated,No
INV000723,ST02,P0132,69,78,28,14917.8,2025-12-24,Updated,No
INV000956,ST02,P0365,9,23,8,561.06,2025-12-30,Updated,No
INV005889,ST11,P0364,21,41,18,10273.41,2025-12-04,Updated,No
INV001569,ST03,P0394,46,87,35,2285.28,2025-12-26,Updated,No
INV003495,ST07,P0133,27,85,31,4766.85,2025-12-06,Updated,No
INV005207,ST10,P0218,68,65,23,10215.64,2025-12-21,Updated,No
INV004173,ST08,P0278,16,47,16,5928.0,2025-12-22,Updated,No
INV004802,ST09,P0383,371,90,32,208691.21,2025-12-31,Updated,Yes
INV001482,ST03,P0305,30,42,17,14346.3,2025-12-10,Updated,No
INV004301,ST08,P0425,6,20,8,2828.46,2025-12-12,Updated,No
INV003447,ST07,P0084,21,47,20,3093.3,2025-12-02,Updated,No
INV002630,ST05,P0378,52,91,27,16827.2,2025-12-26,Updated,No
INV006410,ST12,P0328,5,17,5,120.6,2025-12-07,Updated,No
INV004621,ST09,P0182,385,70,28,200049.85,2025-12-09,Updated,Yes
INV000714,ST02,P0123,48,94,31,6235.68,2025-12-05,Updated,No
INV002378,ST05,P0093,17,47,20,412.25,2025-12-11,Updated,No
INV004090,ST08,P0184,8,38,12,661.36,2025-12-09,Updated,No
INV000909,ST02,P0318,16,39,16,1195.52,2025-12-29,Updated,No
INV005065,ST10,P0064,301,45,14,31963.19,2025-12-18,Updated,Yes
INV005344,ST10,P0360,8,20,8,157.36,2025-12-06,Updated,No
INV004082,ST08,P0174,5,16,5,996.95,2025-12-18,Updated,No
INV006011,ST11,P0501,4,17,7,2239.6,2025-12-02,Updated,No
INV003543,ST07,P0186,17,41,19,3620.32,2025-12-02,Updated,No
INV003337,ST06,P0563,24,43,20,7489.68,2025-12-08,Updated,No
INV000246,ST01,P0250,61,10,4,20137.32,2025-12-28,Updated,No
INV003292,ST06,P0515,26,46,22,22863.88,2025-12-24,Updated,No
INV006138,ST12,P0045,36,79,27,15528.6,2025-12-29,Updated,No
INV005288,ST10,P0303,9,37,13,4326.48,2025-12-14,Updated,No
INV000824,ST02,P0233,8,22,10,220.16,2025-12-24,Updated,No
INV002881,ST06,P0064,24,46,22,2548.56,2025-12-17,Updated,No
INV002131,ST04,P0413,21,64,25,5484.99,2025-12-23,Updated,No
INV002735,ST05,P0502,32,38,17,5480.0,2025-12-07,Updated,No
INV002887,ST06,P0070,49,83,28,9556.47,2025-12-30,Updated,No
INV003441,ST07,P0077,19,47,18,3062.23,2025-12-24,Updated,No
INV000022,ST01,P0023,408,47,18,42534.0,2025-12-13,Updated,Yes
INV005417,ST10,P0437,25,32,15,1772.0,2025-12-06,Updated,No
INV003510,ST07,P0149,53,93,35,12690.85,2025-12-04,Updated,No
INV004459,ST09,P0002,6,32,10,3417.06,2025-12-31,Updated,No
INV000304,ST01,P0308,12,33,13,4752.96,2025-12-19,Updated,No
INV006397,ST12,P0315,62,75,37,5590.54,2025-12-05,Updated,No
INV000347,ST01,P0351,24,34,16,6090.0,2025-12-06,Updated,No
INV001518,ST03,P0342,41,10,3,18677.55,2025-12-12,Updated,No
INV004111,ST08,P0206,7,20,8,607.6,2025-12-06,Updated,No
INV003651,ST07,P0301,11,22,10,685.96,2025-12-24,Updated,No
INV002346,ST05,P0058,7,20,9,2478.49,2025-12-09,Updated,No
INV001143,ST02,P0552,8,19,9,2141.76,2025-12-04,Updated,No
INV004817,ST09,P0399,22,46,14,10472.66,2025-12-11,Updated,No
INV003825,ST07,P0489,24,41,16,1870.56,2025-12-30,Updated,No
INV000830,ST02,P0239,7,39,15,456.12,2025-12-23,Updated,No
INV004601,ST09,P0159,61,74,31,16868.33,2025-12-10,Updated,No
INV005582,ST11,P0013,14,38,15,1756.16,2025-12-02,Updated,No
INV000187,ST01,P0190,14,45,21,3271.94,2025-12-28,Updated,No
INV004767,ST09,P0344,4,17,6,1742.48,2025-12-20,Updated,No
INV000399,ST01,P0403,57,86,28,26577.96,2025-12-31,Updated,No
INV002317,ST05,P0026,9,39,17,4936.14,2025-12-12,Updated,No
INV000015,ST01,P0016,26,94,34,4219.8,2025-12-31,Updated,No
INV000028,ST01,P0029,141,39,13,68346.93,2025-12-08,Updated,Yes
INV001784,ST04,P0019,66,94,28,27617.04,2025-12-27,Updated,No
INV000053,ST01,P0054,0,79,34,0.0,2025-12-13,Updated,No
INV000168,ST01,P0171,24,37,13,13578.24,2025-12-16,Updated,No
INV003117,ST06,P0318,24,43,18,1793.28,2025-12-25,Updated,No
INV003643,ST07,P0292,22,33,12,8062.78,2025-12-27,Updated,No
INV003863,ST07,P0530,64,11,5,11925.12,2025-12-28,Updated,No
INV001182,ST02,P0591,8,22,9,1295.36,2025-12-12,Updated,No
INV005520,ST10,P0546,9,40,15,1614.96,2025-12-29,Updated,No
INV006379,ST12,P0296,27,45,13,12172.41,2025-12-25,Updated,No
INV000372,ST01,P0376,22,41,18,4897.42,2025-12-23,Updated,No
INV001761,ST03,P0596,22,37,15,5089.7,2025-12-24,Updated,No
INV001024,ST02,P0433,14,33,13,1640.52,2025-12-20,Updated,No
INV000802,ST02,P0211,1051,67,22,78404.6,2025-12-01,Updated,Yes
INV003700,ST07,P0355,24,42,18,11825.28,2025-12-04,Updated,No
INV000355,ST01,P0359,7,21,8,3938.13,,Not Updated,No
INV002129,ST04,P0411,19,41,18,7650.73,2025-12-01,Updated,No
INV002100,ST04,P0380,13,45,18,4375.8,2025-12-10,Updated,No
INV001351,ST03,P0167,43,66,21,14062.72,2025-12-15,Updated,No
INV006306,ST12,P0218,78,81,26,11717.94,2025-12-08,Updated,No
INV002871,ST06,P0054,74,79,28,8735.7,2025-12-05,Updated,No
INV004967,ST09,P0558,104,20,8,100264.32,2025-12-14,Updated,Yes
INV002234,ST04,P0531,6,16,7,5833.38,2025-12-14,Updated,No
INV003901,ST07,P0571,5,18,5,2324.2,2025-12-06,Updated,No
INV004110,ST08,P0205,79,70,22,4333.15,2025-12-06,Updated,No
INV006165,ST12,P0073,68,91,36,3272.16,2025-12-02,Updated,No
INV004898,ST09,P0487,27,34,12,11476.35,2025-12-02,Updated,No
INV004984,ST09,P0578,2258,39,18,2548153.0,2025-12-09,Updated,Yes
INV005598,ST11,P0029,15,40,14,7270.95,2025-12-15,Updated,No
INV006423,ST12,P0342,46,9,3,20955.3,,Not Updated,No
INV006325,ST12,P0238,5,17,6,409.7,2025-12-25,Updated,No
INV005541,ST10,P0568,27,39,14,52611.39,2025-12-05,Updated,No
INV005913,ST11,P0389,72,91,28,7223.04,2025-12-15,Updated,No
INV004346,ST08,P0480,8,23,10,3823.92,2025-12-06,Updated,No
INV003051,ST06,P0249,10,35,15,643.9,2025-12-29,Updated,No
INV004586,ST09,P0142,0,67,28,0.0,2025-12-10,Updated,No
INV001581,ST03,P0407,4,23,11,1888.56,2025-12-03,Updated,No
INV003130,ST06,P0332,5,17,5,2399.25,2025-12-16,Updated,No
INV001730,ST03,P0560,0,42,13,0.0,2025-12-29,Updated,No
INV004221,ST08,P0332,6,18,6,2879.1,2025-12-03,Updated,No
INV001521,ST03,P0345,23,45,20,8671.23,2025-12-30,Updated,No
INV006509,ST12,P0432,9,17,5,972.99,2025-12-27,Updated,No
INV005055,ST10,P0054,32,92,31,3777.6,2025-12-19,Updated,No
INV001603,ST03,P0430,34,81,25,723.52,2025-12-18,Updated,No
INV004060,ST08,P0150,870,72,34,62213.7,2025-12-10,Updated,Yes
INV005238,ST10,P0250,36,8,3,11884.32,2025-12-13,Updated,No
INV006139,ST12,P0046,29,32,15,13400.32,,Not Updated,No
INV004525,ST09,P0075,57,72,30,4076.07,2025-12-20,Updated,No
INV000323,ST01,P0327,14,37,14,5754.0,2025-12-05,Updated,No
INV002836,ST06,P0014,33,93,37,16005.99,2025-12-17,Updated,No
INV005769,ST11,P0226,6,21,8,3175.98,2025-12-19,Updated,No
INV001246,ST03,P0057,38,89,39,13699.76,2025-12-06,Updated,No
INV003795,ST07,P0458,8,17,5,776.8,2025-12-05,Updated,No
INV000750,ST02,P0159,65,95,29,17974.45,2025-12-21,Updated,No
INV004521,ST09,P0071,39,92,37,7258.68,2025-12-29,Updated,No
INV001406,ST03,P0224,58,64,24,26725.82,2025-12-16,Updated,No
INV003516,ST07,P0156,72,80,28,15028.56,2025-12-13,Updated,No
INV005503,ST10,P0528,0,38,18,0.0,2025-12-05,Updated,No
INV003454,ST07,P0092,60,83,25,3478.2,2025-12-13,Updated,No
INV004357,ST08,P0491,7,19,7,4988.06,2025-12-20,Updated,No
INV004400,ST08,P0538,43,8,3,44900.17,2025-12-27,Updated,No
INV003803,ST07,P0467,53,79,23,1221.12,2025-12-11,Updated,No
INV004021,ST08,P0104,11,40,13,1020.36,2025-12-23,Updated,No
INV006518,ST12,P0444,8,23,10,848.16,2025-12-06,Updated,No
INV004605,ST09,P0163,22,34,16,1496.44,2025-12-19,Updated,No
INV004648,ST09,P0211,39,77,23,2909.4,2025-12-06,Updated,No
INV000752,ST02,P0161,47,81,25,16728.71,2025-12-12,Updated,No
INV005874,ST11,P0347,27,47,14,538.65,2025-12-17,Updated,No
INV002338,ST05,P0050,73,68,29,16454.93,2025-12-03,Updated,No
INV004215,ST08,P0324,10,33,14,500.3,2025-12-19,Updated,No
INV003688,ST07,P0342,32,10,4,14577.6,2025-12-06,Updated,No
INV003401,ST07,P0036,56,73,24,11796.4,2025-12-29,Updated,No
INV005150,ST10,P0160,22,82,39,3104.2,2025-12-02,Updated,No
INV005087,ST10,P0089,15,37,14,2745.6,2025-12-17,Updated,No
INV002126,ST04,P0407,9,23,11,4249.26,2025-12-18,Updated,No
INV003709,ST07,P0365,7,23,8,436.38,2025-12-13,Updated,No
INV005752,ST11,P0205,49,75,33,2687.65,2025-12-29,Updated,No
INV000199,ST01,P0203,23,33,14,3135.13,2025-12-28,Updated,No
INV002539,ST05,P0277,15,43,18,7870.8,2025-12-27,Updated,No
INV005230,ST10,P0242,13,41,12,4703.53,2025-12-18,Updated,No
INV003660,ST07,P0311,31,35,14,10804.12,2025-12-30,Updated,No
INV004720,ST09,P0292,25,40,12,9162.25,2025-12-23,Updated,No
INV005311,ST10,P0326,0,41,14,0.0,2025-12-02,Updated,No
INV004406,ST08,P0544,5,16,7,2091.55,2025-12-31,Updated,No
INV004690,ST09,P0261,80,11,5,6720.8,2025-12-04,Updated,No
INV004664,ST09,P0230,6,23,9,2263.56,2025-12-06,Updated,No
INV003841,ST07,P0505,17,43,20,3300.55,2025-12-02,Updated,No
INV000630,ST02,P0039,45,92,41,21773.7,2025-12-07,Updated,No
INV003585,ST07,P0229,27,39,14,1199.61,2025-12-14,Updated,No
INV004078,ST08,P0170,27,80,24,5151.06,2025-12-18,Updated,No
INV003783,ST07,P0445,24,35,15,2011.2,2025-12-29,Updated,No
INV000145,ST01,P0147,55,82,34,4401.65,2025-12-15,Updated,No
INV006656,ST12,P0591,5,16,6,809.6,2025-12-17,Updated,No
INV005247,ST10,P0260,168,36,12,18679.92,2025-12-08,Updated,Yes
INV006167,ST12,P0075,54,77,27,3861.54,2025-12-12,Updated,No
INV001947,ST04,P0205,65,80,27,3565.25,2025-12-13,Updated,No
INV001808,ST04,P0047,14,45,18,797.44,2025-12-24,Updated,No
INV003927,ST07,P0597,18,36,17,7206.48,2025-12-11,Updated,No
INV001309,ST03,P0123,29,95,45,3767.39,2025-12-25,Updated,No
INV000286,ST01,P0290,28,32,12,15085.56,2025-12-26,Updated,No
INV001871,ST04,P0121,40,77,31,11717.2,2025-12-08,Updated,No
INV006256,ST12,P0168,53,72,32,13257.42,2025-12-15,Updated,No
INV004597,ST09,P0154,7,21,8,2294.53,2025-12-08,Updated,No
INV002088,ST04,P0368,14,46,17,6022.1,2025-12-08,Updated,No
INV005749,ST11,P0201,15,35,13,2395.95,2025-12-14,Updated,No
INV006651,ST12,P0586,7,19,6,171.08,2025-12-05,Updated,No
INV002758,ST05,P0527,8,22,10,8063.04,2025-12-15,Updated,No
INV001836,ST04,P0079,48,85,29,8638.56,2025-12-20,Updated,No
INV003811,ST07,P0475,14,47,20,3718.82,,Not Updated,No
INV002535,ST05,P0271,19,37,11,2755.0,2025-12-04,Updated,No
INV003917,ST07,P0587,7,34,10,1954.05,2025-12-09,Updated,No
INV006014,ST11,P0505,21,41,13,4077.15,2025-12-21,Updated,No
INV000272,ST01,P0276,81,11,5,19732.41,2025-12-06,Updated,No
INV001026,ST02,P0435,12,34,16,1238.52,2025-12-03,Updated,No
INV003424,ST07,P0060,72,67,21,2128.32,2025-12-10,Updated,No
INV002196,ST04,P0490,27,45,13,12083.31,2025-12-01,Updated,No
INV000548,ST01,P0556,6,18,6,7171.74,2025-12-11,Updated,No
INV003686,ST07,P0340,60,91,39,12766.2,2025-12-28,Updated,No
INV002035,ST04,P0309,19,36,16,6429.6,2025-12-20,Updated,No
INV006019,ST11,P0511,20,36,17,4896.2,2025-12-01,Updated,No
INV004864,ST09,P0450,9,22,8,213.57,2025-12-17,Updated,No
INV000975,ST02,P0384,48,94,43,7749.6,2025-12-19,Updated,No
INV002598,ST05,P0342,36,11,4,16399.8,2025-12-17,Updated,No
INV005489,ST10,P0513,59,16,7,27403.73,2025-12-17,Updated,No
INV002057,ST04,P0334,12,38,12,2378.64,2025-12-13,Updated,No
INV002233,ST04,P0530,27,9,4,5030.91,2025-12-15,Updated,No
INV001975,ST04,P0236,5,16,5,1675.3,2025-12-17,Updated,No
INV002441,ST05,P0164,11,23,10,4153.93,2025-12-27,Updated,No
INV005850,ST11,P0321,21,33,15,5176.29,2025-12-08,Updated,No
INV002571,ST05,P0311,12,37,13,4182.24,2025-12-08,Updated,No
INV000712,ST02,P0121,93,79,26,27242.49,2025-12-18,Updated,No
INV004254,ST08,P0370,0,87,33,0.0,2025-12-20,Updated,No
INV006044,ST11,P0543,5,21,6,3565.05,2025-12-13,Updated,No
INV002502,ST05,P0233,95,17,7,2614.4,2025-12-30,Updated,No
INV003356,ST06,P0586,9,18,8,219.96,2025-12-29,Updated,No
INV006431,ST12,P0350,134,35,10,73182.76,2025-12-05,Updated,Yes
INV002521,ST05,P0253,68,81,33,14414.64,2025-12-21,Updated,No
INV006117,ST12,P0023,27,44,13,2814.75,2025-12-01,Updated,No
INV005345,ST10,P0361,8,16,7,3125.04,2025-12-09,Updated,No
INV006148,ST12,P0055,0,75,24,0.0,2025-12-28,Updated,No
INV000412,ST01,P0417,25,37,13,2257.75,2025-12-25,Updated,No
INV005173,ST10,P0183,64,69,27,4432.0,2025-12-06,Updated,No
INV000349,ST01,P0353,20,40,15,5082.0,2025-12-17,Updated,No
INV002206,ST04,P0502,11,46,14,1883.75,2025-12-27,Updated,No
INV001390,ST03,P0208,53,77,31,4285.05,2025-12-01,Updated,No
INV004925,ST09,P0515,30,41,19,26381.4,2025-12-11,Updated,No
INV000308,ST01,P0312,22,43,16,5732.76,2025-12-28,Updated,No
INV000698,ST02,P0107,58,81,33,11176.02,2025-12-04,Updated,No
INV003812,ST07,P0476,8,18,7,4330.24,2025-12-01,Updated,No
INV003138,ST06,P0340,442,72,23,94044.34,2025-12-21,Updated,Yes
INV005488,ST10,P0512,10,36,11,3124.9,2025-12-06,Updated,No
INV005074,ST10,P0075,79,93,37,5649.29,2025-12-01,Updated,No
INV003248,ST06,P0467,456,73,34,10506.24,2025-12-21,Updated,Yes
INV004599,ST09,P0157,30,80,38,4074.3,2025-12-11,Updated,No
INV003341,ST06,P0567,7,16,6,6797.7,2025-12-19,Updated,No
INV000573,ST01,P0581,7,23,11,14246.82,2025-12-22,Updated,No
INV004660,ST09,P0226,7,20,8,3705.31,2025-12-09,Updated,No
INV002128,ST04,P0409,138,34,10,47855.64,2025-12-23,Updated,Yes
INV003991,ST08,P0072,395,86,35,32860.05,2025-12-31,Updated,Yes
INV005067,ST10,P0068,53,65,21,12552.52,2025-12-05,Updated,No
INV005033,ST10,P0029,21,38,18,10179.33,2025-12-09,Updated,No
INV003044,ST06,P0242,0,47,17,0.0,2025-12-25,Updated,No
INV001766,ST04,P0001,49,78,36,14923.93,2025-12-17,Updated,No
INV003272,ST06,P0494,23,35,12,16205.11,2025-12-20,Updated,No
INV001890,ST04,P0142,54,95,30,7594.02,2025-12-15,Updated,No
INV004857,ST09,P0442,0,92,42,0.0,,Not Updated,No
INV004452,ST08,P0594,4,20,7,2314.04,2025-12-08,Updated,No
INV000491,ST01,P0498,11,23,10,8611.79,2025-12-21,Updated,No
INV006314,ST12,P0226,10,16,5,5293.3,2025-12-19,Updated,No
INV002865,ST06,P0048,0,32,10,0.0,2025-12-16,Updated,No
INV005632,ST11,P0070,41,95,35,7996.23,2025-12-28,Updated,No
INV000976,ST02,P0385,7,19,6,1976.38,2025-12-04,Updated,No
INV006104,ST12,P0010,0,38,16,0.0,2025-12-28,Updated,No
INV005064,ST10,P0063,55,83,40,11044.55,2025-12-21,Updated,No
INV002311,ST05,P0020,20,39,12,1894.8,2025-12-14,Updated,No
INV000367,ST01,P0371,67,90,37,8549.2,2025-12-24,Updated,No
INV003392,ST07,P0026,26,40,15,14259.96,2025-12-04,Updated,No
INV003217,ST06,P0431,43,71,25,1067.26,2025-12-04,Updated,No
INV005380,ST10,P0397,47,8,3,6920.28,2025-12-08,Updated,No
INV002144,ST04,P0428,44,78,38,4853.2,2025-12-10,Updated,No
INV002914,ST06,P0098,30,37,16,4158.6,2025-12-08,Updated,No
INV004473,ST09,P0017,59,81,28,11531.55,2025-12-21,Updated,No
INV002138,ST04,P0421,76,77,25,41451.92,2025-12-27,Updated,No
INV004035,ST08,P0121,36,77,35,10545.48,2025-12-20,Updated,No
INV006225,ST12,P0135,27,36,17,15487.74,2025-12-21,Updated,No
INV000648,ST02,P0057,55,67,28,19828.6,2025-12-24,Updated,No
INV005746,ST11,P0198,5,16,6,240.75,2025-12-23,Updated,No
INV000749,ST02,P0158,18,86,29,838.62,2025-12-02,Updated,No
INV006312,ST12,P0224,65,80,39,29951.35,2025-12-05,Updated,No
INV001727,ST03,P0557,10,20,8,11086.6,2025-12-05,Updated,No
INV003476,ST07,P0114,4,21,7,663.8,2025-12-14,Updated,No
INV004667,ST09,P0233,5,21,8,137.6,2025-12-19,Updated,No
INV004701,ST09,P0272,5,20,7,2397.35,2025-12-08,Updated,No
INV000490,ST01,P0497,204,21,10,40396.08,2025-12-17,Updated,Yes
INV002008,ST04,P0275,4,19,6,589.2,2025-12-11,Updated,No
INV006092,ST11,P0598,18,42,18,3461.22,2025-12-19,Updated,No
INV002033,ST04,P0305,26,45,16,12433.46,2025-12-19,Updated,No
INV004524,ST09,P0074,65,70,34,5907.85,2025-12-13,Updated,No
INV001937,ST04,P0195,24,37,16,1602.96,2025-12-24,Updated,No
INV002891,ST06,P0074,85,92,29,7725.65,2025-12-25,Updated,No
INV003251,ST06,P0471,44,9,4,10906.72,2025-12-29,Updated,No
INV003606,ST07,P0252,8,39,13,1442.88,2025-12-16,Updated,No
INV002387,ST05,P0104,17,47,14,1576.92,2025-12-15,Updated,No
INV002578,ST05,P0319,52,69,32,19870.76,2025-12-05,Updated,No
INV000229,ST01,P0233,8,16,7,220.16,2025-12-16,Updated,No
INV005704,ST11,P0152,16,41,18,5668.96,2025-12-23,Updated,No
INV003839,ST07,P0503,8,23,10,7808.4,2025-12-10,Updated,No
INV004816,ST09,P0398,19,43,19,2647.84,2025-12-26,Updated,No
INV002952,ST06,P0141,11,44,15,2934.14,2025-12-18,Updated,No
INV003488,ST07,P0126,19,41,15,6527.07,2025-12-18,Updated,No
INV004583,ST09,P0139,27,41,17,6558.57,2025-12-11,Updated,No
INV004957,ST09,P0548,8,22,8,2674.32,2025-12-22,Updated,No
INV001550,ST03,P0374,17,33,11,8730.18,2025-12-04,Updated,No
INV000787,ST02,P0196,24,44,13,4288.32,2025-12-23,Updated,No
INV002215,ST04,P0512,30,39,15,9374.7,,Not Updated,No
INV002760,ST05,P0529,0,40,15,0.0,2025-12-30,Updated,No
INV003592,ST07,P0237,6,22,7,569.22,2025-12-25,Updated,No
INV006032,ST11,P0527,9,22,7,9070.92,2025-12-14,Updated,No
INV000250,ST01,P0254,11,43,20,3626.7,2025-12-19,Updated,No
INV000986,ST02,P0395,53,10,3,18444.53,2025-12-11,Updated,No
INV001410,ST03,P0228,19,33,11,9188.97,2025-12-20,Updated,No
INV004288,ST08,P0411,20,33,14,8053.4,2025-12-30,Updated,No
INV004981,ST09,P0575,12,44,16,18479.4,2025-12-11,Updated,No
INV004004,ST08,P0087,26,42,20,2037.88,2025-12-20,Updated,No
INV001153,ST02,P0562,16,44,19,11663.84,2025-12-04,Updated,No
INV002429,ST05,P0151,76,75,35,11220.64,2025-12-14,Updated,No
INV002097,ST04,P0377,78,88,33,28599.48,2025-12-23,Updated,No
INV004849,ST09,P0433,150,41,17,17577.0,2025-12-27,Updated,Yes
INV003665,ST07,P0316,7,22,8,3829.77,2025-12-03,Updated,No
INV005361,ST10,P0377,71,76,29,26032.86,2025-12-07,Updated,No
INV004570,ST09,P0126,20,42,19,6870.6,,Not Updated,No
INV001265,ST03,P0078,81,86,28,18317.34,2025-12-25,Updated,No
INV003131,ST06,P0333,11,23,11,570.24,2025-12-01,Updated,No
